Treatment,Plot Number,Quadrat Number,Fenced,Gap,Life Form,Species Name,0,3,6
Radial,7,13,False,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Einadia nutans,3,0,0
Radial,7,13,False,True,Medium Forb/Herb,Gamochaeta sp,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Geranium sp.,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,13,False,True,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,13,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,13,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,3
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,13,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,13,False,True,Small Tufted grass/sedge,Briza minor,0,0,0
Radial,7,13,False,True,Small Tufted grass/sedge,Juncus bufonis,0,0,0
Radial,7,13,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,13,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,0,0
Radial,7,14,True,True,Large Forb/Herb,Arthropodium spp,0,0,0
Radial,7,14,True,True,Large Forb/Herb,Arthropodium strictum,0,0,3
Radial,7,14,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,14,True,True,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,14,True,True,Large Forb/Herb,Wahlenbergia spp,0,3,0
Radial,7,14,True,True,Large Tufted grass/sedge,Austrostipa spp,0,0,7
Radial,7,14,True,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,14,True,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,7,14,True,True,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,14,True,True,Medium Forb/Herb,Cotula australis,0,3,0
Radial,7,14,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,14,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,14,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,14,True,True,Medium Forb/Herb,Lagenophora spp,0,7,7
Radial,7,14,True,True,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Radial,7,14,True,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,14,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,15,25
Radial,7,14,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,7
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,14,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,14,True,True,Scrambler,Galium sp,0,0,0
Radial,7,14,True,True,Small Tufted grass/sedge,Briza minor,0,0,0
Radial,7,14,True,True,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Radial,7,14,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Radial,7,14,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,7
Radial,7,14,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,35,0
Radial,7,15,False,True,Large Forb/Herb,Cirsium vulgare,0,0,0
Radial,7,15,False,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,15,False,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,15,False,True,Large Tufted grass/sedge,Juncus pallidus,0,0,3
Radial,7,15,False,True,Large Tufted grass/sedge,Juncus spp,0,3,0
Radial,7,15,False,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Cerastium glomeratum,0,3,0
Radial,7,15,False,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Einadia nutans,3,0,0
Radial,7,15,False,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,15,False,True,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,15,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,25,45,35
Radial,7,15,False,True,Medium Tufted grass/sedge,Poa spp,0,3,0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,15,False,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,15,False,True,Scrambler,Galium sp,0,0,0
Radial,7,15,False,True,Small Tufted grass/sedge,Juncus bufonis,0,0,3
Radial,7,15,False,True,Small Tufted grass/sedge,Luzula meridionalis,0,0,0
Radial,7,15,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,7
Radial,7,15,False,True,Small Tufted grass/sedge,Rytidosperma spp.,35,0,0
Radial,7,16,True,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,16,True,False,Large Forb/Herb,Dipodium spp,0,0,0
Radial,7,16,True,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,16,True,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,16,True,False,Large Tufted grass/sedge,Gahnia radula,3,3,7
Radial,7,16,True,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,16,True,False,Medium Forb/Herb,Einadia nutans,0,3,3
Radial,7,16,True,False,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,16,True,False,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,7,16,True,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,16,True,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,16,True,False,Medium Forb/Herb,Poranthera microphylla,0,3,0
Radial,7,16,True,False,Medium Forb/Herb,Veronica spp,3,0,0
Radial,7,16,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,3,3
Radial,7,16,True,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,3,0,0
Radial,7,16,True,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,16,True,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,3
Radial,7,16,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,15
Radial,7,16,True,False,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Radial,7,17,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,17,False,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,17,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,17,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Cotula australis,0,3,0
Radial,7,17,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Lagenophora spp,0,3,3
Radial,7,17,False,False,Medium Forb/Herb,Linaria pelisseriana,0,7,0
Radial,7,17,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,17,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,17,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,17,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,17,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,17,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Radial,7,17,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,17,False,False,Small Tufted grass/sedge,Rytidosperma spp.,35,7,0
Radial,7,18,True,True,Climber,Thysanotus patersonii,0,0,0
Radial,7,18,True,True,Large Forb/Herb,Arthropodium strictum,0,0,0
Radial,7,18,True,True,Large Forb/Herb,Senecio quadridentatus,0,0,0
Radial,7,18,True,True,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,18,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,18,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,18,True,True,Large Tufted grass/sedge,Austrostipa spp,3,45,0
Radial,7,18,True,True,Large Tufted grass/sedge,Holcus lanatus,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Euchiton involucratis,0,3,0
Radial,7,18,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Hypochaeris radicata,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Hypochaeris spp,0,15,0
Radial,7,18,True,True,Medium Forb/Herb,Lagenophora spp,0,3,0
Radial,7,18,True,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,18,True,True,Medium Forb/Herb,Oxalis sp 2.,0,3,0
Radial,7,18,True,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,18,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,18,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,55
Radial,7,18,True,True,Prostrate Shrub,Bossiaea prostrata,0,0,0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,18,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,18,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,18,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,18,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,15,0
Radial,7,19,False,True,Large Forb/Herb,Arthropodium spp,0,0,3
Radial,7,19,False,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,19,False,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Einadia nutans,0,0,3
Radial,7,19,False,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,19,False,True,Medium Forb/Herb,Stellaria media,0,0,0
Radial,7,19,False,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,19,False,True,Medium Tufted grass/sedge,Lachnagrostis spp.,0,0,75
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,19,False,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,19,False,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,19,False,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,19,False,True,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Radial,7,20,True,True,Large Forb/Herb,Arthropodium spp,0,3,3
Radial,7,20,True,True,Large Forb/Herb,Lomandra longifolia,0,0,0
Radial,7,20,True,True,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,20,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,20,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Einadia nutans,3,3,7
Radial,7,20,True,True,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Linaria pelisseriana,0,0,0
Radial,7,20,True,True,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,20,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,20,True,True,Medium Tufted grass/sedge,Lachnagrostis spp.,0,0,85
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,3,0
Radial,7,20,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,20,True,True,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,20,True,True,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,20,True,True,Small Tufted grass/sedge,Rytidosperma spp.,3,7,0
Radial,7,21,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,21,False,False,Large Forb/Herb,Senecio spp,0,3,0
Radial,7,21,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,21,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,21,False,False,Large Tufted grass/sedge,Juncus spp,0,0,0
Radial,7,21,False,False,Medium Forb/Herb,Anagallis arvensis,0,3,0
Radial,7,21,False,False,Medium Forb/Herb,Centaurium erythraea,0,0,0
Radial,7,21,False,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,21,False,False,Medium Forb/Herb,Cotula australis,0,3,0
Radial,7,21,False,False,Medium Forb/Herb,Einadia nutans,15,3,0
Radial,7,21,False,False,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,21,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Radial,7,21,False,False,Medium Forb/Herb,Linaria pelisseriana,0,7,0
Radial,7,21,False,False,Medium Forb/Herb,Oxalis sp 2.,0,3,3
Radial,7,21,False,False,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,21,False,False,Medium Forb/Herb,Veronica spp,0,0,0
Radial,7,21,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,21,False,False,Medium Tufted grass/sedge,Lachnagrostis spp.,0,0,65
Radial,7,21,False,False,Medium Tufted grass/sedge,Lolium perenne,0,0,0
Radial,7,21,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,25,3,0
Radial,7,21,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,21,False,False,Small Non-tufted grass/sedge,Aira spp.,0,3,0
Radial,7,21,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Radial,7,21,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,3
Radial,7,21,False,False,Small Tufted grass/sedge,Rytidosperma spp.,55,7,0
Radial,7,22,True,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,22,True,False,Large Forb/Herb,Dipodium spp,0,0,0
Radial,7,22,True,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,22,True,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,22,True,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,22,True,False,Medium Forb/Herb,Einadia nutans,0,3,3
Radial,7,22,True,False,Medium Forb/Herb,Hypericum gramineum,0,0,0
Radial,7,22,True,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,22,True,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,22,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,22,True,False,Medium Non-tufted grass/sedge,Poa sp (green hairy),0,0,3
Radial,7,22,True,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,22,True,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,22,True,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,22,True,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,22,True,False,Small Tufted grass/sedge,Rytidosperma spp.,3,3,0
Radial,7,23,False,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,23,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,23,False,False,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Radial,7,23,False,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Einadia nutans,0,3,0
Radial,7,23,False,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,23,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,23,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,23,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Radial,7,23,False,False,Medium Tufted grass/sedge,Dichelachne crinita,0,0,0
Radial,7,23,False,False,Medium Tufted grass/sedge,Lolium perenne,0,0,0
Radial,7,23,False,False,Medium Tufted grass/sedge,Poa spp,0,0,0
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,7,3,0
Radial,7,23,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,23,False,False,Small Shrub,Pimelea humilis,0,0,0
Radial,7,23,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,23,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,23,False,False,Small Tufted grass/sedge,Rytidosperma spp.,15,15,0
Radial,7,24,True,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,24,True,False,Large Forb/Herb,Wahlenbergia spp,0,3,0
Radial,7,24,True,False,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Cerastium glomeratum,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Einadia nutans,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Euchiton involucratis,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Lagenophora spp,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Poranthera microphylla,0,0,0
Radial,7,24,True,False,Medium Forb/Herb,Stellaria spp.,0,3,0
Radial,7,24,True,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,24,True,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,24,True,False,Small Tufted grass/sedge,Erhartia erecta,0,0,0
Radial,7,24,True,False,Small Tufted grass/sedge,Rytidosperma spp.,0,0,0
Radial,7,25,False,False,Large Forb/Herb,Arthropodium spp,0,0,0
Radial,7,25,False,False,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,25,False,False,Large Forb/Herb,Senecio spp,0,0,0
Radial,7,25,False,False,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,25,False,False,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,25,False,False,Large Tufted grass/sedge,Austrostipa spp,7,0,0
Radial,7,25,False,False,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,25,False,False,Medium Forb/Herb,Einadia nutans,0,0,3
Radial,7,25,False,False,Medium Forb/Herb,Hypochaeris spp,0,0,0
Radial,7,25,False,False,Medium Forb/Herb,Lagenophora spp,0,3,0
Radial,7,25,False,False,Medium Forb/Herb,Oxalis sp 2.,0,0,0
Radial,7,25,False,False,Medium Forb/Herb,Stellaria spp.,0,0,0
Radial,7,25,False,False,Medium Non-tufted grass/sedge,Microlaena stipoides,0,0,0
Radial,7,25,False,False,Medium Tufted grass/sedge,Austrostipa scabra,0,0,0
Radial,7,25,False,False,Prostrate Shrub,Bossiaea prostrata,0,0,0
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,7,0
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,25,False,False,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
Radial,7,25,False,False,Small Tufted grass/sedge,Briza minor,0,0,0
Radial,7,25,False,False,Small Tufted grass/sedge,Rytidosperma caespitosum,0,0,0
Radial,7,25,False,False,Small Tufted grass/sedge,Rytidosperma geniculata,0,0,0
Radial,7,25,False,False,Small Tufted grass/sedge,Rytidosperma spp.,7,7,0
Radial,7,26,True,True,Large Forb/Herb,Arthropodium strictum,0,0,0
Radial,7,26,True,True,Large Forb/Herb,Conyza sumatrensis,0,0,0
Radial,7,26,True,True,Large Forb/Herb,Senecio spp,0,0,3
Radial,7,26,True,True,Large Forb/Herb,Sonchus spp,0,0,0
Radial,7,26,True,True,Large Forb/Herb,Wahlenbergia spp,0,0,0
Radial,7,26,True,True,Large Tufted grass/sedge,Austrostipa spp,0,3,0
Radial,7,26,True,True,Medium Forb/Herb,Anagallis arvensis,0,0,0
Radial,7,26,True,True,Medium Forb/Herb,Cotula australis,0,0,0
Radial,7,26,True,True,Medium Forb/Herb,Einadia nutans,0,0,0
Radial,7,26,True,True,Medium Forb/Herb,Euchiton spp,0,0,0
Radial,7,26,True,True,Medium Forb/Herb,Gnaphalium sp,0,0,0
Radial,7,26,True,True,Medium Forb/Herb,Hypochaeris spp,0,3,0
Radial,7,26,True,True,Medium Forb/Herb,Lagenophora spp,0,3,0
Radial,7,26,True,True,Medium Forb/Herb,Linaria pelisseriana,0,3,0
Radial,7,26,True,True,Medium Non-tufted grass/sedge,Microlaena stipoides,7,7,0
Radial,7,26,True,True,Medium Tufted grass/sedge,Austrostipa scabra,0,0,3
Radial,7,26,True,True,Medium Tufted grass/sedge,Lachnagrostis spp.,0,0,45
Radial,7,26,True,True,Medium Tufted grass/sedge,Poa spp,0,0,0
Radial,7,26,True,True,Medium Tufted grass/sedge,Sporobolus sp.,0,0,3
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,Crassula sieberiana,0,0,0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,Crassula spp,0,0,0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,Dichondra repens,0,0,0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,Hydrocotyle spp,0,0,0
Radial,7,26,True,True,Prostrate or Mat-forming Forb/Herb,Oxalis sp (weed),0,0,0
