Plot_treatment,Plot_number,Quadrat_number,Year_monitoring,Scientific Name,Score
Radial,7,28,0,Cheilanthes austrotenuifolia,[0.5]
Radial,7,28,0,Conyza sumatrensis,[0.5]
Radial,7,28,0,Cotula australis,[0.5]
Radial,7,28,0,Crassula sieberiana s.l.,[0.5]
Radial,7,28,0,Gnaphalium indutum,[0.5]
Radial,7,28,0,Hypochoeris radicata,[0.5]
Radial,7,28,0,Juncus australis,[0.5]
Radial,7,28,0,Microlaena stipoides var. stipoides,[0.5]
Radial,7,28,0,Oxalis hirta,[0.5]
Radial,7,28,0,Rytidosperma nivicolum,[1.0]
Radial,7,28,0,Senecio quadridentatus,[0.5]
Radial,7,28,0,Wahlenbergia gracilis,[0.5]
Radial,7,28,3,Aira spp.,[0.5]
Radial,7,28,3,Arthropodium minus,[0.5]
Radial,7,28,3,Centaurium erythraea,[0.5]
Radial,7,28,3,Cerastium glomeratum s.l.,[0.5]
Radial,7,28,3,Cheilanthes austrotenuifolia,[1.0]
Radial,7,28,3,Cotula australis,[0.5]
Radial,7,28,3,Crassula sieberiana s.l.,[0.5]
Radial,7,28,3,Euchiton involucratus s.l.,[0.5]
Radial,7,28,3,Geranium solanderi s.l.,[0.5]
Radial,7,28,3,Juncus australis,[0.5]
Radial,7,28,3,Lagenophora gracilis,[0.5]
Radial,7,28,3,Linaria pelisseriana,[0.5]
Radial,7,28,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,28,3,Poranthera microphylla s.l.,[0.5]
Radial,7,28,3,Rytidosperma nivicolum,[3.0]
Radial,7,28,3,Senecio quadridentatus,[0.5]
Radial,7,28,3,Wahlenbergia gracilis,[0.5]
Radial,7,28,6,Arthropodium strictum s.l.,[0.5]
Radial,7,28,6,Austrostipa scabra,[0.5]
Radial,7,28,6,Cheilanthes austrotenuifolia,[0.5]
Radial,7,28,6,Geranium sp. 1,[0.5]
Radial,7,28,6,Hypochoeris radicata,[0.5]
Radial,7,28,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,28,6,Rytidosperma nivicolum,[0.5]
Radial,7,29,0,Austrostipa rudis,[0.5]
Radial,7,29,0,Cotula australis,[0.5]
Radial,7,29,0,Crassula sieberiana s.l.,[0.5]
Radial,7,29,0,Dichondra repens,[1.0]
Radial,7,29,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,29,0,Euchiton involucratus s.l.,[0.5]
Radial,7,29,0,Lagenophora gracilis,[0.5]
Radial,7,29,0,Oxalis corniculata s.s.,[0.5]
Radial,7,29,0,Rytidosperma nivicolum,[2.0]
Radial,7,29,0,Wahlenbergia gracilis,[0.5]
Radial,7,29,3,Aira spp.,[0.5]
Radial,7,29,3,Austrostipa rudis,[1.0]
Radial,7,29,3,Dichondra repens,[1.0]
Radial,7,29,3,Einadia nutans subsp. nutans,[1.0]
Radial,7,29,3,Lagenophora gracilis,[0.5]
Radial,7,29,3,Linaria pelisseriana,[1.0]
Radial,7,29,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,29,3,Oxalis hirta,[1.0]
Radial,7,29,3,Rytidosperma nivicolum,[1.0]
Radial,7,29,3,Senecio quadridentatus,[0.5]
Radial,7,29,6,Austrostipa scabra,[0.5]
Radial,7,29,6,Crassula sieberiana s.l.,[2.0]
Radial,7,29,6,Dichondra repens,[0.5]
Radial,7,29,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,29,6,Lagenophora gracilis,[0.5]
Radial,7,29,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,29,6,Rytidosperma nivicolum,[0.5]
Radial,7,29,6,Stellaria flaccida,[0.5]
Radial,7,30,0,Arthropodium minus,[0.5]
Radial,7,30,0,Austrostipa rudis,[2.0]
Radial,7,30,0,Conyza sumatrensis,[0.5]
Radial,7,30,0,Cotula australis,[0.5]
Radial,7,30,0,Crassula sieberiana s.l.,[0.5]
Radial,7,30,0,Dichondra repens,[0.5]
Radial,7,30,0,Euchiton involucratus s.l.,[0.5]
Radial,7,30,0,Hypochoeris radicata,[0.5]
Radial,7,30,0,Juncus australis,[0.5]
Radial,7,30,0,Lagenophora gracilis,[0.5]
Radial,7,30,0,Microlaena stipoides var. stipoides,[3.0]
Radial,7,30,0,Oxalis hirta,[0.5]
Radial,7,30,0,Poranthera microphylla s.l.,[0.5]
Radial,7,30,0,Senecio quadridentatus,[0.5]
Radial,7,30,0,Sonchus oleraceus,[0.5]
Radial,7,30,3,Arthropodium minus,[1.0]
Radial,7,30,3,Austrostipa rudis,[6.0]
Radial,7,30,3,Briza minor,[0.5]
Radial,7,30,3,Cotula australis,[1.0]
Radial,7,30,3,Dianella revoluta s.l.,[0.5]
Radial,7,30,3,Dichondra repens,[3.0]
Radial,7,30,3,Euchiton involucratus s.l.,[0.5]
Radial,7,30,3,Geranium solanderi s.l.,[1.0]
Radial,7,30,3,Hydrocotyle laxiflora,[1.0]
Radial,7,30,3,Hypochoeris radicata,[1.0]
Radial,7,30,3,Lagenophora gracilis,[1.0]
Radial,7,30,3,Linaria pelisseriana,[1.0]
Radial,7,30,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,30,3,Poranthera microphylla s.l.,[1.0]
Radial,7,30,3,Senecio quadridentatus,[1.0]
Radial,7,30,6,Anagallis arvensis,[0.5]
Radial,7,30,6,Arthropodium minus,[1.0]
Radial,7,30,6,Austrostipa scabra,[6.0]
Radial,7,30,6,Centaurium erythraea,[0.5]
Radial,7,30,6,Dactylis glomerata,[0.5]
Radial,7,30,6,Dianella revoluta s.l.,[0.5]
Radial,7,30,6,Dichondra repens,[0.5]
Radial,7,30,6,Geranium sp. 1,[0.5]
Radial,7,30,6,Hydrocotyle laxiflora,[1.0]
Radial,7,30,6,Lagenophora gracilis,[0.5]
Radial,7,30,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,30,6,Rytidosperma nivicolum,[0.5]
Radial,7,30,6,Sonchus oleraceus,[0.5]
Radial,7,30,6,Stellaria flaccida,[0.5]
Radial,7,31,0,Anagallis arvensis,[0.5]
Radial,7,31,0,Austrostipa rudis,[4.0]
Radial,7,31,0,Centaurium erythraea,[0.5]
Radial,7,31,0,Dichondra repens,[1.0]
Radial,7,31,0,Gamochaeta purpurea s.l.,[0.5]
Radial,7,31,0,Hydrocotyle laxiflora,[0.5]
Radial,7,31,0,Lagenophora gracilis,[1.0]
Radial,7,31,0,Lolium perenne,[0.5]
Radial,7,31,0,Lomandra longifolia,[0.5]
Radial,7,31,0,Rytidosperma nivicolum,[4.0]
Radial,7,31,0,Sonchus oleraceus,[0.5]
Radial,7,31,3,Anagallis arvensis,[1.0]
Radial,7,31,3,Austrostipa rudis,[5.0]
Radial,7,31,3,Briza minor,[0.5]
Radial,7,31,3,Cerastium glomeratum s.l.,[1.0]
Radial,7,31,3,Cotula australis,[1.0]
Radial,7,31,3,Dichondra repens,[3.0]
Radial,7,31,3,Geranium solanderi s.l.,[0.5]
Radial,7,31,3,Lagenophora gracilis,[1.0]
Radial,7,31,3,Microlaena stipoides var. stipoides,[1.0]
Radial,7,31,3,Oxalis hirta,[1.0]
Radial,7,31,3,Poranthera microphylla s.l.,[0.5]
Radial,7,31,3,Rytidosperma nivicolum,[1.0]
Radial,7,31,3,Senecio quadridentatus,[0.5]
Radial,7,31,3,Stellaria flaccida,[0.5]
Radial,7,31,6,Austrostipa scabra,[0.5]
Radial,7,31,6,Crassula sieberiana s.l.,[0.5]
Radial,7,31,6,Dichondra repens,[0.5]
Radial,7,31,6,Lagenophora gracilis,[0.5]
Radial,7,31,6,Microlaena stipoides var. stipoides,[0.5]
Radial,7,31,6,Oxalis hirta,[0.5]
Radial,7,31,6,Rytidosperma nivicolum,[1.0]
Radial,7,32,0,Aira spp.,[0.5]
Radial,7,32,0,Arthropodium minus,[0.5]
Radial,7,32,0,Centaurium erythraea,[1.0]
Radial,7,32,0,Cirsium vulgare,[0.5]
Radial,7,32,0,Dichondra repens,[5.0]
Radial,7,32,0,Einadia nutans subsp. nutans,[0.5]
Radial,7,32,0,Euchiton involucratus s.l.,[0.5]
Radial,7,32,0,Geranium sp. 1,[0.5]
Radial,7,32,0,Gnaphalium indutum,[0.5]
Radial,7,32,0,Hypochoeris radicata,[0.5]
Radial,7,32,0,Lagenophora gracilis,[0.5]
Radial,7,32,0,Luzula meridionalis,[0.5]
Radial,7,32,0,Microlaena stipoides var. stipoides,[4.0]
Radial,7,32,0,Oxalis hirta,[0.5]
Radial,7,32,0,Poranthera microphylla s.l.,[0.5]
Radial,7,32,0,Rytidosperma nivicolum,[3.0]
Radial,7,32,0,Wahlenbergia gracilis,[0.5]
Radial,7,32,3,Briza minor,[0.5]
Radial,7,32,3,Carex breviculmis,[1.0]
Radial,7,32,3,Dichondra repens,[2.0]
Radial,7,32,3,Galium australe,[0.5]
Radial,7,32,3,Geranium solanderi s.l.,[1.0]
Radial,7,32,3,Hydrocotyle laxiflora,[0.5]
Radial,7,32,3,Hypochoeris radicata,[1.0]
Radial,7,32,3,Lagenophora gracilis,[0.5]
Radial,7,32,3,Luzula meridionalis,[0.5]
Radial,7,32,3,Microlaena stipoides var. stipoides,[4.0]
Radial,7,32,3,Oxalis hirta,[0.5]
Radial,7,32,3,Rytidosperma nivicolum,[1.0]
Radial,7,32,3,Senecio quadridentatus,[0.5]
Radial,7,32,3,Stellaria flaccida,[0.5]
Radial,7,32,6,Anagallis arvensis,[0.5]
Radial,7,32,6,Arthropodium strictum s.l.,[0.5]
Radial,7,32,6,Carex breviculmis,[0.5]
Radial,7,32,6,Dichondra repens,[0.5]
Radial,7,32,6,Einadia nutans subsp. nutans,[1.0]
Radial,7,32,6,Geranium sp. 1,[1.0]
Radial,7,32,6,Hydrocotyle foveolata,[0.5]
Radial,7,32,6,Hydrocotyle laxiflora,[0.5]
Radial,7,32,6,Rytidosperma nivicolum,[1.0]
Radial,9,1,0,Anagallis arvensis,[0.5]
Radial,9,1,0,Arthropodium minus,[0.5]
Radial,9,1,0,Briza minor,[1.0]
Radial,9,1,0,Cotula australis,[0.5]
Radial,9,1,0,Crassula sieberiana s.l.,[0.5]
Radial,9,1,0,Daucus glochidiatus,[0.5]
Radial,9,1,0,Dichondra repens,[1.0]
Radial,9,1,0,Einadia nutans subsp. nutans,[0.5]
Radial,9,1,0,Gnaphalium indutum,[0.5]
Radial,9,1,0,Hypericum gramineum,[0.5]
Radial,9,1,0,Hypochoeris radicata,[1.0]
Radial,9,1,0,Juncus australis,[0.5]
Radial,9,1,0,Kunzea ericoides spp. agg.,[0.5]
Radial,9,1,0,Lagenophora gracilis,[1.0]
Radial,9,1,0,Microlaena stipoides var. stipoides,[3.0]
Radial,9,1,0,Oxalis corniculata s.s.,[0.5]
Radial,9,1,0,Poranthera microphylla s.l.,[0.5]
Radial,9,1,0,Rytidosperma nivicolum,[3.0]
Radial,9,1,0,Senecio quadridentatus,[1.0]
Radial,9,1,0,Sonchus oleraceus,[0.5]
Radial,9,1,0,Veronica plebeia,[0.5]
Radial,9,1,0,Viola betonicifolia,[1.0]
Radial,9,1,0,Wahlenbergia gracilis,[0.5]
Radial,9,1,3,Arthropodium minus,[0.5]
Radial,9,1,3,Briza minor,[1.0]
Radial,9,1,3,Centaurium erythraea,[0.5]
Radial,9,1,3,Cotula australis,[0.5]
Radial,9,1,3,Dichondra repens,[2.0]
Radial,9,1,3,Gahnia radula,[0.5]
Radial,9,1,3,Hydrocotyle laxiflora,[0.5]
Radial,9,1,3,Hypochoeris radicata,[1.0]
Radial,9,1,3,Juncus bufonius,[0.5]
Radial,9,1,3,Lagenophora gracilis,[0.5]
Radial,9,1,3,Microlaena stipoides var. stipoides,[0.5]
Radial,9,1,3,Poranthera microphylla s.l.,[0.5]
Radial,9,1,3,Rytidosperma nivicolum,[1.0]
Radial,9,1,3,Senecio quadridentatus,[1.0]
Radial,9,1,6,Arthropodium minus,[0.5]
Radial,9,1,6,Briza minor,[0.5]
Radial,9,1,6,Crassula sieberiana s.l.,[0.5]
Radial,9,1,6,Einadia nutans subsp. nutans,[2.0]
Radial,9,1,6,Poa sp. aff. tenera (Hairy),[0.5]
Radial,9,1,6,Rumex conglomeratus,[0.5]
Radial,9,1,6,Rytidosperma nivicolum,[0.5]
Radial,9,2,0,Arthropodium minus,[0.5]
Radial,9,2,0,Austrostipa rudis,[0.5]
Radial,9,2,0,Crassula sieberiana s.l.,[0.5]
Radial,9,2,0,Dichondra repens,[0.5]
Radial,9,2,0,Euchiton involucratus s.l.,[0.5]
Radial,9,2,0,Lagenophora gracilis,[1.0]
Radial,9,2,0,Microlaena stipoides var. stipoides,[1.0]
Radial,9,2,0,Oxalis hirta,[0.5]
Radial,9,2,0,Rytidosperma nivicolum,[2.0]
Radial,9,2,0,Solenogyne dominii,[0.5]
Radial,9,2,0,Veronica plebeia,[0.5]
Radial,9,2,0,Wahlenbergia gracilis,[0.5]
Radial,9,2,3,Arthropodium minus,[2.0]
Radial,9,2,3,Briza minor,[0.5]
Radial,9,2,3,Centaurium erythraea,[1.0]
Radial,9,2,3,Conyza sumatrensis,[0.5]
Radial,9,2,3,Cotula australis,[0.5]
Radial,9,2,3,Dianella revoluta s.l.,[0.5]
Radial,9,2,3,Dichondra repens,[0.5]
Radial,9,2,3,Euchiton involucratus s.l.,[0.5]
Radial,9,2,3,Hypericum gramineum,[0.5]
Radial,9,2,3,Hypochoeris radicata,[1.0]
Radial,9,2,3,Lagenophora gracilis,[1.0]
Radial,9,2,3,Microlaena stipoides var. stipoides,[2.0]
Radial,9,2,3,Oxalis corniculata s.s.,[0.5]
Radial,9,2,3,Poa sieberiana,[0.5]
Radial,9,2,3,Poranthera microphylla s.l.,[1.0]
Radial,9,2,3,Rytidosperma nivicolum,[2.0]
Radial,9,2,3,Senecio quadridentatus,[1.0]
Radial,9,2,3,Solenogyne gunnii,[0.5]
Radial,9,2,3,Stellaria flaccida,[1.0]
Radial,9,2,3,Wahlenbergia gracilis,[1.0]
Radial,9,2,6,Hydrocotyle laxiflora,[0.5]
Radial,9,2,6,Hypericum gramineum,[0.5]
Radial,9,2,6,Lagenophora gracilis,[0.5]
Radial,9,2,6,Microlaena stipoides var. stipoides,[1.0]
Radial,9,2,6,Rytidosperma nivicolum,[0.5]
Radial,9,2,6,Wahlenbergia gracilis,[0.5]
Radial,9,3,0,Aira spp.,[1.0]
Radial,9,3,0,Austrostipa rudis,[1.0]
Radial,9,3,0,Centaurium erythraea,[0.5]
Radial,9,3,0,Cheilanthes austrotenuifolia,[1.0]
Radial,9,3,0,Crassula sieberiana s.l.,[0.5]
Radial,9,3,0,Euchiton involucratus s.l.,[1.0]
Radial,9,3,0,Gnaphalium indutum,[1.0]
Radial,9,3,0,Hypochoeris radicata,[0.5]
Radial,9,3,0,Lagenophora gracilis,[1.0]
Radial,9,3,0,Microlaena stipoides var. stipoides,[2.0]
Radial,9,3,0,Poranthera microphylla s.l.,[1.0]
Radial,9,3,0,Rytidosperma nivicolum,[1.0]
Radial,9,3,0,Senecio quadridentatus,[0.5]
Radial,9,3,0,Wahlenbergia gracilis,[0.5]
Radial,9,3,3,Aira spp.,[0.5]
Radial,9,3,3,Austrostipa rudis,[1.0]
Radial,9,3,3,Briza minor,[1.0]
Radial,9,3,3,Centaurium erythraea,[1.0]
Radial,9,3,3,Cerastium glomeratum s.l.,[0.5]
Radial,9,3,3,Cheilanthes austrotenuifolia,[1.0]
Radial,9,3,3,Crassula sieberiana s.l.,[0.5]
Radial,9,3,3,Hydrocotyle laxiflora,[0.5]
Radial,9,3,3,Hypericum gramineum,[0.5]
Radial,9,3,3,Hypochoeris radicata,[1.0]
Radial,9,3,3,Lagenophora gracilis,[1.0]
Radial,9,3,3,Linaria pelisseriana,[1.0]
Radial,9,3,3,Microlaena stipoides var. stipoides,[6.0]
Radial,9,3,3,Oxalis hirta,[0.5]
Radial,9,3,3,Plantago coronopus,[0.5]
Radial,9,3,3,Poranthera microphylla s.l.,[1.0]
Radial,9,3,3,Rytidosperma nivicolum,[0.5]
Radial,9,3,3,Senecio quadridentatus,[0.5]
Radial,9,3,3,Veronica plebeia,[1.0]
Radial,9,3,3,Viola hederacea sensu Entwisle (1996),[0.5]
Radial,9,3,3,Wahlenbergia gracilis,[0.5]
Radial,9,3,6,Arthropodium minus,[0.5]
Radial,9,3,6,Austrostipa rudis,[0.5]
Radial,9,3,6,Cheilanthes austrotenuifolia,[1.0]
Radial,9,3,6,Crassula sieberiana s.l.,[0.5]
Radial,9,3,6,Dichondra repens,[0.5]
Radial,9,3,6,Einadia nutans subsp. nutans,[1.0]
Radial,9,3,6,Hypericum gramineum,[0.5]
Radial,9,3,6,Lagenophora gracilis,[0.5]
Radial,9,3,6,Lomandra longifolia,[4.0]
Radial,9,3,6,Microlaena stipoides var. stipoides,[1.0]
Radial,9,3,6,Rytidosperma nivicolum,[1.0]
Radial,9,3,6,Senecio quadridentatus,[0.5]
Radial,9,3,6,Wahlenbergia gracilis,[0.5]
Radial,9,4,0,Austrostipa rudis,[2.0]
Radial,9,4,0,Cotula australis,[0.5]
Radial,9,4,0,Dichondra repens,[0.5]
Radial,9,4,0,Einadia nutans subsp. nutans,[1.0]
Radial,9,4,0,Euchiton involucratus s.l.,[0.5]
Radial,9,4,0,Hydrocotyle laxiflora,[0.5]
Radial,9,4,0,Hypochoeris radicata,[0.5]
Radial,9,4,0,Lagenophora gracilis,[0.5]
Radial,9,4,0,Lomandra longifolia,[0.5]
Radial,9,4,0,Microlaena stipoides var. stipoides,[1.0]
Radial,9,4,0,Oxalis hirta,[0.5]
Radial,9,4,0,Rytidosperma nivicolum,[0.5]
Radial,9,4,0,Senecio quadridentatus,[0.5]
Radial,9,4,0,Wahlenbergia gracilis,[0.5]
Radial,9,4,3,Anagallis arvensis,[1.0]
Radial,9,4,3,Austrostipa rudis,[2.0]
Radial,9,4,3,Cotula australis,[1.0]
Radial,9,4,3,Einadia nutans subsp. nutans,[0.5]
Radial,9,4,3,Hydrocotyle laxiflora,[0.5]
Radial,9,4,3,Hypochoeris radicata,[1.0]
Radial,9,4,3,Lomandra longifolia,[2.0]
Radial,9,4,3,Microlaena stipoides var. stipoides,[1.0]
Radial,9,4,3,Oxalis hirta,[0.5]
Radial,9,4,3,Rytidosperma nivicolum,[1.0]
Radial,9,4,3,Senecio quadridentatus,[1.0]
Radial,9,4,3,Wahlenbergia gracilis,[1.0]
Radial,9,4,3,Wurmbea dioica,[0.5]
Radial,9,4,6,Arthropodium milleflorum s.l.,[0.5]
Radial,9,4,6,Arthropodium minus,[1.0]
Radial,9,4,6,Austrostipa scabra,"[5.0, 5.0]"
Radial,9,4,6,Einadia nutans subsp. nutans,[1.0]
Radial,9,4,6,Hydrocotyle laxiflora,[0.5]
Radial,9,4,6,Lagenophora gracilis,[0.5]
Radial,9,4,6,Lomandra longifolia,[3.0]
Radial,9,4,6,Senecio quadridentatus,"[0.5, 0.5]"
Radial,9,4,6,Wahlenbergia gracilis,[0.5]
Radial,9,5,0,Cotula australis,[0.5]
Radial,9,5,0,Dichondra repens,[2.0]
Radial,9,5,0,Einadia nutans subsp. nutans,[0.5]
Radial,9,5,0,Hydrocotyle laxiflora,[0.5]
Radial,9,5,0,Lagenophora gracilis,[0.5]
Radial,9,5,0,Lomandra longifolia,[2.0]
Radial,9,5,0,Microlaena stipoides var. stipoides,[2.0]
Radial,9,5,0,Oxalis corniculata s.s.,[0.5]
Radial,9,5,0,Rytidosperma nivicolum,[1.0]
Radial,9,5,0,Senecio quadridentatus,[0.5]
Radial,9,5,0,Stellaria flaccida,[0.5]
Radial,9,5,0,Wahlenbergia gracilis,[0.5]
Radial,9,5,3,Anagallis arvensis,[0.5]
Radial,9,5,3,Centaurium erythraea,[0.5]
Radial,9,5,3,Cotula australis,[1.0]
Radial,9,5,3,Dichondra repens,[1.0]
Radial,9,5,3,Hydrocotyle laxiflora,[0.5]
Radial,9,5,3,Hypochoeris radicata,[1.0]
Radial,9,5,3,Lagenophora gracilis,[0.5]
Radial,9,5,3,Lomandra longifolia,[3.0]
Radial,9,5,3,Microlaena stipoides var. stipoides,[2.0]
Radial,9,5,3,Poranthera microphylla s.l.,[0.5]
Radial,9,5,3,Rytidosperma nivicolum,[1.0]
Radial,9,5,3,Senecio quadridentatus,[1.0]
Radial,9,5,3,Sonchus oleraceus,[1.0]
Radial,9,5,3,Wahlenbergia gracilis,[1.0]
Radial,9,5,6,Crassula sieberiana s.l.,[0.5]
Radial,9,5,6,Hydrocotyle laxiflora,[0.5]
Radial,9,5,6,Hypericum gramineum,[0.5]
Radial,9,5,6,Lagenophora gracilis,[0.5]
Radial,9,5,6,Microlaena stipoides var. stipoides,[1.0]
Radial,9,5,6,Rytidosperma nivicolum,[0.5]
Radial,9,5,6,Senecio quadridentatus,[0.5]
Radial,9,6,0,Anagallis arvensis,[0.5]
Radial,9,6,0,Briza minor,[0.5]
Radial,9,6,0,Conyza sumatrensis,[0.5]
Radial,9,6,0,Cotula australis,[0.5]
Radial,9,6,0,Dichondra repens,[0.5]
Radial,9,6,0,Einadia nutans subsp. nutans,[1.0]
Radial,9,6,0,Euchiton involucratus s.l.,[0.5]
Radial,9,6,0,Gnaphalium indutum,[0.5]
Radial,9,6,0,Hypochoeris radicata,[0.5]
Radial,9,6,0,Lagenophora gracilis,[0.5]
Radial,9,6,0,Microlaena stipoides var. stipoides,[7.0]
Radial,9,6,0,Oxalis hirta,[0.5]
Radial,9,6,0,Poranthera microphylla s.l.,[0.5]
Radial,9,6,0,Rytidosperma nivicolum,[0.5]
Radial,9,6,0,Senecio quadridentatus,[1.0]
Radial,9,6,0,Sonchus oleraceus,[0.5]
Radial,9,6,0,Veronica plebeia,[1.0]
Radial,9,6,0,Wahlenbergia gracilis,[0.5]
Radial,9,6,3,Anagallis arvensis,[0.5]
Radial,9,6,3,Dichondra repens,[1.0]
Radial,9,6,3,Einadia nutans subsp. nutans,[0.5]
Radial,9,6,3,Euchiton involucratus s.l.,[1.0]
Radial,9,6,3,Hypochoeris radicata,[1.0]
Radial,9,6,3,Lagenophora gracilis,[1.0]
Radial,9,6,3,Lomandra longifolia,[0.5]
Radial,9,6,3,Microlaena stipoides var. stipoides,[4.0]
Radial,9,6,3,Oxalis hirta,[0.5]
Radial,9,6,3,Rytidosperma nivicolum,[0.5]
Radial,9,6,3,Senecio quadridentatus,[1.0]
Radial,9,6,3,Wahlenbergia gracilis,[1.0]
Radial,9,6,6,Austrostipa scabra,[1.0]
Radial,9,6,6,Dianella revoluta s.l.,[1.0]
Radial,9,6,6,Einadia nutans subsp. nutans,[3.0]
Radial,9,6,6,Lagenophora gracilis,[0.5]
Radial,9,6,6,Lomandra longifolia,[1.0]
Radial,9,6,6,Microlaena stipoides var. stipoides,[1.0]
Radial,9,6,6,Oxalis hirta,[0.5]
Radial,9,6,6,Rytidosperma nivicolum,[1.0]
Radial,9,6,6,Tricoryne elatior,[0.5]
Radial,9,7,0,Austrostipa rudis,[1.0]
Radial,9,7,0,Conyza sumatrensis,[0.5]
Radial,9,7,0,Cotula australis,[0.5]
Radial,9,7,0,Dichondra repens,[1.0]
Radial,9,7,0,Hypochoeris radicata,[0.5]
Radial,9,7,0,Lagenophora gracilis,[0.5]
Radial,9,7,0,Microlaena stipoides var. stipoides,[0.5]
Radial,9,7,0,Rytidosperma nivicolum,[0.5]
Radial,9,7,0,Senecio quadridentatus,[0.5]
Radial,9,7,0,Sonchus oleraceus,[0.5]
Radial,9,7,0,Wahlenbergia gracilis,[0.5]
Radial,9,7,3,Austrostipa rudis,[1.0]
Radial,9,7,3,Briza minor,[0.5]
Radial,9,7,3,Cotula australis,[0.5]
Radial,9,7,3,Dichondra repens,[2.0]
Radial,9,7,3,Hypericum gramineum,[0.5]
Radial,9,7,3,Hypochoeris radicata,[1.0]
Radial,9,7,3,Lagenophora gracilis,[0.5]
Radial,9,7,3,Microlaena stipoides var. stipoides,[1.0]
Radial,9,7,3,Poranthera microphylla s.l.,[0.5]
Radial,9,7,3,Rytidosperma nivicolum,[0.5]
Radial,9,7,3,Senecio quadridentatus,[0.5]
Radial,9,7,3,Sonchus oleraceus,[1.0]
Radial,9,7,3,Tricoryne elatior,[0.5]
Radial,9,7,3,Wahlenbergia gracilis,[0.5]
Radial,9,7,6,Arthropodium minus,[1.0]
Radial,9,7,6,Austrostipa scabra,[1.0]
Radial,9,7,6,Crassula sieberiana s.l.,[0.5]
Radial,9,7,6,Lagenophora gracilis,[0.5]
Radial,9,7,6,Lomandra filiformis,[0.5]
Radial,9,7,6,Microlaena stipoides var. stipoides,[0.5]
Radial,9,7,6,Rytidosperma nivicolum,[0.5]
Radial,9,8,0,Austrostipa rudis,[2.0]
Radial,9,8,0,Briza minor,[0.5]
Radial,9,8,0,Dichondra repens,[0.5]
Radial,9,8,0,Euchiton involucratus s.l.,[0.5]
Radial,9,8,0,Hypericum gramineum,[0.5]
Radial,9,8,0,Hypochoeris radicata,[0.5]
Radial,9,8,0,Lagenophora gracilis,[0.5]
Radial,9,8,0,Lomandra longifolia,[1.0]
Radial,9,8,0,Microlaena stipoides var. stipoides,[3.0]
Radial,9,8,0,Oxalis hirta,[1.0]
Radial,9,8,0,Poranthera microphylla s.l.,[0.5]
Radial,9,8,0,Rytidosperma nivicolum,[0.5]
Radial,9,8,0,Senecio quadridentatus,[2.0]
Radial,9,8,0,Sonchus oleraceus,[0.5]
Radial,9,8,3,Austrostipa rudis,[4.0]
Radial,9,8,3,Euchiton involucratus s.l.,[0.5]
Radial,9,8,3,Hydrocotyle laxiflora,[0.5]
Radial,9,8,3,Hypericum gramineum,[0.5]
Radial,9,8,3,Hypochoeris radicata,[0.5]
Radial,9,8,3,Microlaena stipoides var. stipoides,[0.5]
Radial,9,8,3,Pterostylis nutans,[0.5]
Radial,9,8,3,Rytidosperma nivicolum,[2.0]
Radial,9,8,3,Schoenus apogon,[0.5]
Radial,9,8,3,Senecio quadridentatus,[1.0]
Radial,9,8,3,Tricoryne elatior,[0.5]
Radial,9,8,3,Wahlenbergia gracilis,[1.0]
Radial,9,8,6,Austrostipa scabra,[4.0]
Radial,9,8,6,Hypochoeris radicata,[0.5]
Radial,9,8,6,Lagenophora gracilis,[0.5]
Radial,9,8,6,Lomandra longifolia,[3.0]
Radial,9,8,6,Poa sp. aff. tenera (Hairy),[3.0]
Radial,9,8,6,Rytidosperma nivicolum,[1.0]
Radial,9,9,0,Anagallis arvensis,[1.0]
Radial,9,9,0,Briza minor,[0.5]
Radial,9,9,0,Centaurium erythraea,[0.5]
Radial,9,9,0,Conyza sumatrensis,[0.5]
Radial,9,9,0,Cotula australis,[0.5]
Radial,9,9,0,Crassula sieberiana s.l.,[0.5]
Radial,9,9,0,Dichondra repens,[5.0]
Radial,9,9,0,Euchiton involucratus s.l.,[0.5]
Radial,9,9,0,Gnaphalium indutum,[0.5]
Radial,9,9,0,Hydrocotyle laxiflora,[0.5]
Radial,9,9,0,Hypochoeris radicata,[0.5]
Radial,9,9,0,Lagenophora gracilis,[0.5]
Radial,9,9,0,Microlaena stipoides var. stipoides,[3.0]
Radial,9,9,0,Oxalis corniculata s.s.,[0.5]
Radial,9,9,0,Poranthera microphylla s.l.,[0.5]
Radial,9,9,0,Senecio quadridentatus,[0.5]
Radial,9,9,0,Sonchus oleraceus,[0.5]
Radial,9,9,0,Wahlenbergia gracilis,[0.5]
Radial,9,9,3,Anagallis arvensis,[2.0]
Radial,9,9,3,Briza minor,[0.5]
Radial,9,9,3,Centaurium erythraea,[0.5]
Radial,9,9,3,Cotula australis,[0.5]
Radial,9,9,3,Crassula sieberiana s.l.,[0.5]
Radial,9,9,3,Dichondra repens,[1.0]
Radial,9,9,3,Hydrocotyle laxiflora,[0.5]
Radial,9,9,3,Hypochoeris radicata,[1.0]
